id,statement,label,speaker,party_affiliation,subject,context,pants_on_fire_counts,false_counts,barely_true_counts,half_true_counts,mostly_true_counts,label_id
6742.json,"The national debt of $16 trillion, is enough to buy both the Cleveland Indians and Cincinnati Reds 1,918 times.",mostly-true,rob-portman,republican,"debt,federal-budget,sports",a news release,1,5,3,11,11,4
2531.json,Says Lee Fisher wanted a $1.1 billion tax increase which could have driven countless jobs out of state.,half-true,american-crossroads,republican,"economy,message-machine,stimulus,taxes",an election ad,0,5,5,4,0,3
2008.json,"""You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.""",mostly-true,charlie-crist,democrat,oil-spill,a speech at the Florida Association of Counties conference,2,9,15,20,19,4
9015.json,When I talk about (raising the) minimum wage ... half of Republicansagree with it.,mostly-true,barack-obama,democrat,"economy,jobs,polls",a speech to the Democratic National Committee in Boston,9,71,70,160,163,4
9858.json,Says Dan Sullivan approved a light sentence for a sex offenderwho got out of prison andis now charged with a gruesome murder and sexual assault.,pants-fire,mark-begich,democrat,"crime,criminal-justice,message-machine-2014",a campaign ad,1,0,0,0,2,0
8378.json,Louie Gohmert of Texas compared the current general-in-charge in Egypt to George Washington.,mostly-true,gail-collins,journalist,"foreign-policy,history,pundits",her oped column,0,1,2,1,3,4
9964.json,Michelle Nunns own plan says she funded organizations linked to terrorists.,pants-fire,david-perdue,republican,"elections,job-accomplishments,terrorism",In a television ad,1,1,5,4,5,0
9934.json,The state budget has increased almost $800 million a year in each of the last two years.,true,jeff-amason,libertarian,state-budget,"interview on The Monica Perez Show, WSB",0,0,0,0,0,5
413.json,Barack Obama has written and co-sponsored more bills in three years than Hillary Clinton has in seven.,false,chain-email,none,job-accomplishments,a chain e-mail,105,43,11,8,5,1
3120.json,"While the government grew, we lost more than 2 million jobs.",half-true,michele-bachmann,republican,"economy,federal-budget,history",a rebuttal to the State of the Union address,16,22,8,6,4,3
13326.json,Because as a Senator Toomey stood up for Wall Street. He wanted to privatize Social Security and invest it in the stock market. Wall Street would make billions in fees even if the stock market crashed.,mostly-true,afscme,none,social-security,In a political ad,0,1,3,2,3,4
5266.json,Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.,pants-fire,true-vote,none,"elections,foreign-policy",a Web post.,1,0,0,0,0,0
8163.json,Sen. Marco Rubio refuses to accept the basic science on climate change and is a climate change denier.,mostly-true,organizing-action,democrat,"climate-change,environment,science",an email to Obama supporters in Florida,0,0,0,1,1,4
10385.json,"If people work and make more money, they lose more in benefits than they would earn in salary.",barely-true,marco-rubio,republican,"poverty,welfare","his book, ""American Dreams""",5,24,33,32,35,2
2755.json,"(John) Kasich was the architect who balanced the budget, cut spending, created a surplus, igniting record job creation.",half-true,john-kasich,republican,"economy,federal-budget,job-accomplishments,message-machine",a campaign video,3,8,9,10,18,3
6781.json,"Deficit spending exploded during the Obama administration to $5.3 trillion over four years, compared to $2 trillion in eight years under President George W. Bush.",mostly-true,ron-johnson,republican,"debt,deficit,federal-budget,taxes",a campaign speech,1,6,14,10,10,4
8782.json,President Barack Obamas judicial appointments for Georgia and the region were drafted in secret and not vetted by legal groups among the presidents supporters.,mostly-true,david-scott,democrat,"congress,legal-issues",a letter,0,0,0,2,1,4
11750.json,We spend more on our military than the next eight nations combined.,mostly-true,barack-obama,democrat,"federal-budget,military",his 2016 State of the Union address,9,71,70,160,163,4
6643.json,"In the last 29 months, our economy has produced about 4.5 million private-sector jobs.",mostly-true,bill-clinton,democrat,"economy,jobs","a speech to the Democratic National Convention in Charlotte, N.C.",3,2,4,12,11,4
2669.json,"Says Leah Vukmir supports allowing people to carry concealed weapons into day care centers, churches, health care clinics and playgrounds.",half-true,jim-sullivan,democrat,"guns,message-machine",campaign literature distributed to district residents,0,2,1,2,0,3
3375.json,"Under the clear letter of the law, (Justice Clarence Thomas) must recuse himself from the case challenging the constitutionality of the health care law.",half-true,anthony-weiner,democrat,"ethics,health-care,supreme-court",an interview on Fox News,0,1,2,2,0,3
13048.json,"For immigrants with visa overstays, we make no effort to hold them accountable to that or uphold the law.",half-true,mike-pence,republican,immigration,an interview on Meet the Press,0,10,8,12,5,3
8191.json,"Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.",mostly-true,jack-kingston,republican,"immigration,taxes",an interview,0,1,3,4,3,4
12197.json,"Says Hillary Clinton has been saying lately that she thinks that I am, not qualifiedto be president.",barely-true,bernie-s,independent,"candidates-biography,elections,campaign-advertising",a speech at Temple University,0,12,18,22,41,2
13364.json,"The photonics bill that was sponsored in Congress and written, was written by Congressman Tom Reed, not Congresswoman Louise Slaughter.",false,mark-assini,republican,"economy,jobs",a debate on WROC,0,1,0,0,0,1
5507.json,A socially conservative group sponsored a prayer vigil to stop people from buying Girl Scout cookies because it thinks the Girl Scouts are affiliated with Planned Parenthood.,barely-true,hank-johnson,democrat,"abortion,families,religion,women",a Congressional hearing,0,0,3,4,3,2
10902.json,Most polls show foreign nations have lower regard for the U.S. now than they did before Obamas time.,false,gretchen-carlson,none,polls,"a ""Gretchen's Take"" on The Real Story",1,1,1,0,0,1
9890.json,A flight from Atlanta to Houston was canceled due to a terrorist dry run.,pants-fire,facebook-posts,none,"crime,terrorism",a post on Facebook,36,18,14,15,11,0
1215.json,"""For the first time in history, the Democratic Congress will not allow an increase in the social security COLA (cost of living adjustment).""",pants-fire,chain-email,none,social-security,a chain e-mail,105,43,11,8,5,0
7743.json,We have never gone a year in Virginia -- ever -- without passing a budget -- ever.,false,ken-cuccinelli,republican,state-budget,a speech.,1,10,1,3,2,1
580.json,"""Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!""",false,john-mccain,republican,energy,a TV ad,8,39,31,31,37,1
9467.json,Barack Obama is the first president to file lawsuits against the states he swore an oath to protect.,pants-fire,chain-email,none,"legal-issues,states",,105,43,11,8,5,0
5942.json,Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.,pants-fire,graeme-zielinski,democrat,crime,Tweets,2,0,0,0,0,0
594.json,"""Obama will charge a 28 percent tax on all home sales.""",false,chain-email,none,taxes,a chain e-mail,105,43,11,8,5,1
7120.json,Says the tax code is effectively subsidizing the marketing efforts of fast food and junk food companies by as much as $19 billion over 10 years.,mostly-true,dennis-kucinich,democrat,"children,health-care,public-health,taxes",a news release,0,3,1,4,6,4
978.json,On the propriety of budget reconciliation.,half-true,judd-gregg,republican,"energy,federal-budget,health-care",a speech on the Senate Floor.,0,0,0,0,1,3
464.json,His true name is Barak Hussein Muhammed Obama.,pants-fire,chain-email,none,"candidates-biography,obama-birth-certificate",,105,43,11,8,5,0
8877.json,A friends sister died from Obamacare becauseBlue Shield completely just pulled out of California.,pants-fire,ann-coulter,republican,health-care,"an interview on ""Fox & Friends Weekend""",4,3,2,3,0,0
1701.json,"""I never had a filibuster-proof Senate.""",true,bill-clinton,democrat,"bipartisanship,health-care,supreme-court,abc-news-week",an interview on ABC's 'This Week',3,2,4,12,11,5
11908.json,"On the Iraq war, I said it loud and clear, Youll destabilize the Middle East.",false,donald-trump,republican,"candidates-biography,debates,iraq",a Republican presidential debate,61,114,63,51,37,1
517.json,"From Obama's book: ""I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race.""",pants-fire,chain-email,none,candidates-biography,an e-mail message,105,43,11,8,5,0
1461.json,"The Senate-passed health care bill ""is identical to the Massachusetts health care plan -- the same thing.""",mostly-true,paul-krugman,none,"health-care,pundits",an interview on ABC's 'This Week',0,2,0,3,4,4
1055.json,"""A new poll shows 62 percent support the president's plan to reform health care. That means ... letting you choose between keeping the private insurance you have and a public health insurance plan.""",false,americans-united-change,none,health-care,an Internet ad.,0,4,1,4,1,1
6917.json,Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs.,false,marsha-blackburn,republican,"consumer-safety,government-regulation,public-safety,market-regulation",in a letter co-signed with others in Congress.,0,2,2,1,0,1
11142.json,Says states not directly involved in the gay marriage lawsuits that reached the Supreme Court are not bound by the courts ruling.,barely-true,ted-cruz,republican,"gays-and-lesbians,legal-issues,marriage,supreme-court",an interview with NPR News,8,33,36,15,19,2
5029.json,Says Ron Paul doesnt believe in marriage licenses.,true,gail-collins,journalist,marriage,an oped column.,0,1,2,1,3,5
712.json,"Obama's one education accomplishment was ""legislation to teach 'comprehensive sex education' to kindergartners.""",pants-fire,john-mccain,republican,education,in a television ad,8,39,31,31,37,0
5135.json,"In Connecticut and New York, students at Achievement First schools consistently outperform city and statewide averages.",half-true,angel-taveras,democrat,"city-government,education",a newspaper commentary,0,1,2,2,2,3
2330.json,"When Peppers tax was finally voted down, Pepper laid off cops and closed jails and let criminals run free in the streets.",barely-true,dave-yost,republican,"government-efficiency,job-accomplishments,message-machine,taxes",a campaign video,0,0,1,0,1,2
11359.json,"When I left Washington, we had a $5 trillion surplus.",barely-true,john-kasich,republican,"deficit,federal-budget","an interview on CBS' ""Face the Nation""",3,8,9,10,18,2
971.json,"His proposed budget would ""cut our deficit in half by the end of my first term.""",mostly-true,barack-obama,democrat,federal-budget,in a news conference.,9,71,70,160,163,4
1897.json,"Since 2000, ""the Texas clean air program achieved a 22 percent reduction in ozone and a 46 percent decrease in NOx emissions.""",half-true,rick-perry,republican,environment,a press release,18,30,30,42,23,3
10376.json,"Administrative employees at colleges and universitieshave more than doubled over the last 25 years, outpacing the growth of students by more than 2 to 1.",mostly-true,marco-rubio,republican,education,a book,5,24,33,32,35,4
10228.json,4.7 million people have lost their insurance in 32 states due to Obamacare.,barely-true,dana-loesch,republican,health-care,"an interview on MSNBC's ""The Ed Show""",0,2,1,0,0,2
633.json,"Barack Obama has ""pledged to reduce the size of the military.""",false,jerome-corsi,constitution-party,military,his book <i>The Obama Nation</i>. ,1,2,0,0,0,1
11343.json,"Daraprim is still underpriced, relative to its peers.",false,martin-shkreli,none,"corrections-and-updates,health-care,public-health",comments on Bloomberg TV,0,1,0,0,0,1
9786.json,SaysDavid Perdue made tens of millions of dollars piling a firm with billions in debt.,barely-true,democratic-party-georgia-georgia,democrat,job-accomplishments,a press release,0,1,1,1,0,2
8437.json,Common Core is being used by the Obama Administration to turn the Department of Education into what is effectively a national school board.,false,marco-rubio,republican,education,a statement given to the Tampa Bay Times,5,24,33,32,35,1
4984.json,"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.",false,michael-doherty,republican,"economy,financial-regulation,occupy-wall-street",a news release,0,3,1,1,1,1
7840.json,The Obama administration has put out more of these major rules than the Clinton administration or the Bush administration during comparable times.,true,rob-portman,republican,market-regulation, Conference call with reporters,1,5,3,11,11,5
9156.json,Says he was the only statewide elected official to speak in favor of a federal guest worker plan at the 2012 Republican Party of Texas convention.,true,jerry-patterson,republican,"economy,immigration,workers",a news story,0,1,1,1,3,5
7361.json,Says Texas high school graduation rates are at an all-time highthe third-highest in the nationwhich represents a significant turnaround from just a few short years ago.,mostly-true,rick-perry,republican,education,his State of the State address.,18,30,30,42,23,4
8500.json,"The insurance companies are making that choice (to cancel or change policies), not the president.",barely-true,ezekiel-emanuel,democrat,"corrections-and-updates,health-care","a ""Fox News Sunday"" interview",0,0,1,2,0,2
105.json,"""The reality is, with a $2 trillion-a-year health care budget, we're spending more on health care, nearly 17 percent of our gross domestic product, versus 3.8 percent of GDP on the entire military budget.""",barely-true,mike-huckabee,republican,health-care,,4,5,12,9,3,2
7067.json,"Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.",pants-fire,peoples-majority,organization,"bankruptcy,bush-administration,candidates-biography,congress,congressional-rules,corporations,economy,ethics,financial-regulation,government-regulation,history,legal-issues,message-machine-2012,campaign-advertising",a TV commercial,1,0,0,0,0,0
7381.json,"Throughout, we have kept Congress fully informed of our efforts to create a legal framework on counterterrorism.",false,barack-obama,democrat,"legal-issues,terrorism",the State of the Union Address,9,71,70,160,163,1
7231.json,Says Texas is dead last in support for mental health.,mostly-true,wendy-davis,democrat,"health-care,public-health,state-budget,state-finances",a Twitter post.,1,1,5,8,12,4
8153.json,"I have the most Grammys of anyone my age, but I havent won one against a white person.",barely-true,kanye-west,none,pop-culture,a newspaper interview,0,0,1,0,0,2
9176.json,Says Bruce Braley took tens of thousands from his friends in the health insurance industry and gave them special favors by voting for Obamacare.,pants-fire,freedom-partners,none,"campaign-finance,health-care",a campaign ad,1,1,0,0,0,0
5795.json,"Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.",pants-fire,facebook-posts,none,"financial-regulation,jobs,occupy-wall-street",a Facebook post,36,18,14,15,11,0
2904.json,Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to make the books look balanced.,mostly-true,kirk-watson,democrat,state-budget,a speech.,0,0,0,0,2,4
1581.json,Bill White spent his city billions of dollars into debt (and) saw crime rates soar while he backed gun control.,barely-true,cathie-adams,republican,"bankruptcy,crime,guns",a fund-raising letter,1,1,1,1,0,2
8120.json,The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.,half-true,nancy-gordeuk,none,education,an online posting,0,0,0,1,0,3
7510.json,Super Bowl L by everybodys estimation is a $500 million economic impact to the state of Florida.,false,ron-book,none,"economy,sports",a state legislative committee hearing,0,1,0,0,0,1
37.json,"""I'm the first person who really took up the issue of the war. Four years ago I said that there was no proof that Iraq had weapons of mass destruction, and, actually... did an analysis which disproved the cause for the war.""",mostly-true,dennis-kucinich,democrat,iraq,"Washington, DC",0,3,1,4,6,4
8814.json,"Recently, Florida has successfully reduced the environmental permitting time down to just two days.",false,rick-scott,republican,"environment,government-regulation,market-regulation",an event with employees from the Department of Environmental Protection,7,23,28,38,34,1
12877.json,"Says that under the Obama administration, the debt has nearly doubled.",mostly-true,mike-pence,republican,economy,a Phoenix town hall,0,10,8,12,5,4
3041.json,"Says the person who Florida U.S. Rep. Allen West first hired as chief of staff told people attending a Tea Party rally that, We will use bullets if ballots dont work.",true,debbie-wasserman-schultz,democrat,"bipartisanship,elections,guns,campaign-advertising",comments on NBC's 'Meet the Press',3,9,7,8,15,5
8585.json,The reason we have a national debt is not because of defense spending. What is driving our long-term debt are Medicare and Social Security programs.,mostly-true,marco-rubio,republican,"debt,medicare,military,social-security",a speech at American Enterprise Institute,5,24,33,32,35,4
3311.json,"The richest 400 taxpayers are taxed at a lower rate than a $29,000-a-year worker",mostly-true,sheldon-whitehouse,democrat,"income,taxes",a speech ,0,3,2,2,7,4
8541.json,"During my eight years as county executive, we cut the number of county workers by 20 percent.",true,scott-walker,republican,"county-budget,county-government,unions",a book,11,41,26,32,40,5
2002.json,"Im running against a groundhog. He saw his shadow on the primary day, and no one has seen him since.",barely-true,jeff-weems,democrat,"candidates-biography,energy",a speech,0,0,1,0,0,2
4787.json,Torture is illegal by our laws. Its illegal by international laws.,true,ron-paul,republican,"foreign-policy,human-rights,legal-issues","a Republican presidential debate in Spartanburg, S.C.",3,8,5,8,8,5
565.json,"The U.S. government spends less on energy innovation ""than the pet food industry invests in its own products.""",false,barack-obama,democrat,energy,the campaign's energy plan.,9,71,70,160,163,1
6876.json,"Since President Obama took office, there are over 450,000 more unemployed women.",half-true,mitt-romney,republican,"economy,jobs,message-machine-2012,women",a campaign ad,19,32,34,58,33,3
10538.json,Rhode Island is one of the worst states for income equality.,barely-true,george-nee,labor-leader,"economy,income,labor,poverty,unions",testimony before R.I. House Labor Committee,0,0,2,1,0,2
1516.json,"Bill McCollum voted four times to raise his own pay, by a total of $51,000, and earns a congressional pension worth more than $75,000 a year.",true,florida-democratic-party,democrat,candidates-biography,an advertisement by the Florida Democratic Party,3,4,5,4,5,5
6843.json,I never supported a state income tax for Texas.,pants-fire,paul-sadler,democrat,taxes,the U.S. Senate candidate debate at WFAA-TV in Dallas.,1,0,1,1,2,0
1771.json,"""In the last 50 years, (the federal government has) only balanced the budget five times.""",true,vern-buchanan,republican,"federal-budget,message-machine",in a web video.,0,1,1,1,0,5
8521.json,"When you add a dollar value to mandates, government took almost 50 percent of the American peoples money.",barely-true,larry-elder,talk-show-host,"federal-budget,market-regulation,taxes","CNN's ""Crossfire"" roundtable",0,3,1,0,0,2
4043.json,Says President Barack Obamas overturning of the Mexico City Policy means federal tax dollars can be used to fund abortion all over the world.,barely-true,rick-perry,republican,abortion,a speech in Los Angeles,18,30,30,42,23,2
552.json,"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",half-true,barack-obama,democrat,poverty,a TV ad.,9,71,70,160,163,3
27.json,"Barack Obama supported keeping troops in Iraq, but now he wants a ""precipitous withdrawal"" regardless of ""conditions on the ground"" or ""consequences of a defeat for the United States,"" an RNC radio ad.",half-true,republican-national-committee-republican,republican,iraq,a radio ad.,2,6,6,11,5,3
5789.json,"One out of two Americans are living either in or near poverty. That means 150 million Americans, half of us.",half-true,tavis-smiley,none,"economy,poverty,welfare","an interview on CBS' ""Face the Nation""",0,0,1,1,0,3
10506.json,"On climate change, the temperature readings have been fabricated, and its all blowing up in their (scientists) faces.",pants-fire,dana-perino,republican,climate-change,"a broadcast of ""The Five"" on Fox News",1,1,1,0,0,0
94.json,"""If we manufactured 5-million of these 2.5-meg windmills across the country, we could electrify the entire nation the entire nation.""",barely-true,mike-gravel,libertarian,energy,"a debate in Hanover, N.H.",1,0,1,1,0,2
8966.json,On expanding Medicaid as part of the health care law,false,rick-scott,republican,"medicaid,poverty",public statements,7,23,28,38,34,1
12860.json,"Californias marijuana legalization initiative, Prop. 64 allows marijuana smoking ads in prime time, on programs with millions of children and teenage viewers.",barely-true,dianne-feinstein,democrat,marijuana,a No on Prop. 64 campaign press release. ,0,1,1,0,4,2
10481.json,The governors budget proposal reduces the state austerity cut to education to under $500 million for 2016.,true,alan-essig,none,education,blog post,0,0,0,0,0,5
1601.json,"""Kay Bailey Hutchison was elected state treasurer, succeeding Ann Richards. Democrats then abolished the position ... Hutchison later became a U.S. senator.""",false,karl-rove,republican,"elections,government-efficiency",his autobiography,0,5,2,2,8,1
5409.json,"Says 21,000 Wisconsin residents got jobs in 2011, but 18,000 of them were in other states.",false,kathleen-vinehout,democrat,"job-accomplishments,jobs,states",remarks,0,1,1,1,1,1
745.json,"House Republicans ""weren't part of the negotiations"" on the Wall Street bailout plan.",barely-true,john-mccain,republican,economy,"the first presidential debate in Oxford, Miss.",8,39,31,31,37,2
12205.json,Its clear thatHillary Clintonviolated national security laws.,false,Jack_Graham,republican,legal-issues,a debate,0,1,0,0,0,1
4261.json,High-speed rail would have cost Florida taxpayers $1 billion to build.,false,rick-scott,republican,transportation,TV interview,7,23,28,38,34,1
7713.json,"Despite having their budget increased by over 40 percent since 2009 pending claims for benefits with the (Department of Veterans Affairs) have increased from 391,000 to 890,000 under the Obama Administration.",true,tom-graves,republican,veterans,a ZPolitics op-ed,1,0,1,5,0,5
12975.json,Says there are concrete examples of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.,true,lisa-moore,none,"education,guns","an interview for NPR's ""All Things Considered""",0,0,0,0,0,5
3829.json,"Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia.",false,ward-armstrong,democrat,"corrections-and-updates,economy,job-accomplishments,jobs",a news release.,1,3,0,0,0,1
3751.json,The Massachusetts health care plan is wildly unpopular among state residents.,false,laura-ingraham,none,"health-care,polls,pundits","an interview on Fox News' ""O'Reilly Factor""",1,5,2,1,0,1
7134.json,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain",barely-true,scott-walker,republican,"education,government-regulation,state-budget,taxes",an interview,11,41,26,32,40,2
989.json,Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.,barely-true,john-boehner,republican,retirement,a press release.,2,22,13,11,4,2
12157.json,"Despite the passage of HB2, towns, cities and counties in North Carolina are still allowed to set stricter non-discrimination policies for their own employees if they choose.",half-true,pat-mccrory,republican,"city-government,county-government,gays-and-lesbians,government-regulation,sexuality",a list of rebuttals to criticism over the law,1,2,5,3,0,3
3883.json,"Because Gov. Chris Christie vetoed a 30-bill job creation package, New Jersey ranks 50th in the nation in job creation.",pants-fire,lou-greenwald,democrat,jobs,a message on Facebook,2,1,0,1,2,0
4858.json,Says Mitt Romney flip-flopped on a taxpayer protection pledge.,true,democratic-national-committee,none,"message-machine-2012,taxes",a campaign advertisement,0,2,8,10,8,5
32.json,"""He's leading by example, refusing contributions from PACs and Washington lobbyists.""",half-true,barack-obama,democrat,ethics,a TV ad.,9,71,70,160,163,3
2606.json,Says gas pumps in different parts of Texas are missing state inspection stickers and/or their inspections are out of date--and thats cheating consumers.,half-true,hank-gilbert,democrat,"consumer-safety,crime,energy",a campaign video.,0,1,1,2,0,3
11447.json,We have the highest tax rate anywhere in the world.,false,donald-trump,republican,taxes,a speech.,61,114,63,51,37,1
9948.json,Georgia can substantially increase its funding for education by going after $2.5 billion in uncollected taxes.,half-true,jason-carter,democrat,education,press conference,0,0,1,2,1,3
137.json,"The signers of the Declaration of Independence were ""brave people, most of whom, by the way, were clergymen.""",pants-fire,mike-huckabee,republican,religion,Orlando,4,5,12,9,3,0
9208.json,David Dewhurst currently owes more than $1 million to vendors for services provided to his 2012 U.S. Senate campaign.,mostly-true,dan-patrick,republican,"campaign-finance,candidates-biography",a press release,4,4,4,3,4,4
5350.json,"Says Barack Obama endorsed a total ban on the manufacture, sale and possession of all handguns.",barely-true,wayne-lapierre,none,"candidates-biography,guns",a speech at the Conservative Political Action Conference,0,1,3,3,1,2
11857.json,Says a Sanders campaign ad never said ... a newspaper endorsed us that did not.,false,bernie-s,independent,elections,"a Democratic presidential debate in Durham, N.H.",0,12,18,22,41,1
10599.json,Black people are eight times more likely to be arrested than white people in Madison.,half-true,young-gifted-and-black-coalition,activist,"city-government,civil-rights,crime,criminal-justice,guns,public-safety",an open letter,0,0,0,1,0,3
1323.json,A cap-and-trade plan promoted by Barack Obama would hit hardest those already struggling to make ends meet.,half-true,sarah-palin,republican,"cap-and-trade,climate-change,energy","her book ""Going Rogue""",6,19,9,9,6,3
10290.json,More than 70 percent of American adults have committed a crime that could lead to imprisonment.,mostly-true,stephen-carter,democrat,criminal-justice,"an opinion piece in ""Bloomberg Views""",0,0,0,0,1,4
6448.json,I didnt try to push a bill to reduce lottery scholarship proceeds for students.,false,dolores-gresham,republican,"education,lottery",in an interview with The Commercial Appeal.,0,2,0,0,0,1
7520.json,"Taxes and fees amount to about 20 percent of a typical $300 round-trip domestic ticket. Thats higher than taxes on products like alcohol, tobacco and firearms.",mostly-true,gary-kelly,business-leader,"government-regulation,homeland-security,taxes,transportation",a column,0,0,0,0,1,4
10991.json,"Under the Affordable Care Act, anyone on Medicare who is admitted to a hospital for observation will be responsible for the bill. Medicare wont pay a cent.",pants-fire,chain-email,none,"health-care,medicare",a chain email,105,43,11,8,5,0
7588.json,College students who are NOT U.S. Citizens and who get the PELL Grant plan to return to their home countries after getting free gas cards and child care.,pants-fire,chain-email,none,"education,immigration,welfare",an email,105,43,11,8,5,0
6645.json,"Under President Barack Obamas leadership, since June 2009, (the auto) industry has added a quarter of a million jobs.",true,bob-king,none,jobs,"a speech to the Democratic National Convention in Charlotte, N.C.",0,0,0,0,0,5
3660.json,Says we have now more Border Patrol officers than weve had at any time in our history.,mostly-true,barack-obama,democrat,immigration,an interview,9,71,70,160,163,4
1741.json,"""Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.""",true,arlen-specter,democrat,supreme-court,an interview on MSNBC's Daily Rundown,0,0,0,0,1,5
7724.json,Science has not shown greenhouse gases to be a problem.,pants-fire,wayne-smith,republican,"climate-change,environment,science,weather",an interview.,1,0,0,0,0,0
11154.json,The stock market does better when you have a Democratic president in the White House.,mostly-true,hillary-clinton,democrat,"economy,financial-regulation,history","a town hall in Nashua, N.H.",7,29,40,69,76,4
6095.json,"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average, and fell to 47th in job creation, fourth from the bottom.",half-true,barack-obama,democrat,"economy,jobs","campaign ad “We’ve heard it all before,” airing in New Hampshire and around the U.S",9,71,70,160,163,3
6407.json,"When I left the Senate, we were on a trajectory towards a balanced budget.",half-true,george-allen,republican,"deficit,federal-budget,taxes",a debate.,1,8,2,3,4,3
2138.json,"Since the Democrats stimulus went into effect last year, Ohio has lost about 150,000 Jobs.",half-true,rob-portman,republican,"economy,jobs,stimulus",a news release,1,5,3,11,11,3
6625.json,"By the time(Mitt Romney)left office, Massachusetts was 47th in the nation in job creation.",half-true,deval-patrick,democrat,"economy,jobs,states","a speech at the Democratic National Convention in Charlotte, N.C.",0,0,0,1,1,3
10702.json,Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.,mostly-true,edward-snowden,libertarian,"homeland-security,technology,terrorism","an interview on ""Last Week Tonight""",0,0,0,0,1,4
1309.json,Women pay 48 percent more for health insurance.,barely-true,louise-slaughter,democrat,health-care,a statement on the House floor,0,0,1,0,1,2
7313.json,State revenue projections have missed the mark month after month.,half-true,steve-henson,democrat,state-budget,a press release,0,0,0,1,0,3
8795.json,"Most of West Virginia is still owned, in excess of 90 percent, by out-of-state interests.",false,bob-kincaid,democrat,"environment,public-health,wealth","a broadcast of MSNBC's ""Melissa Harris-Perry""",0,1,0,0,0,1
749.json,"Henry Kissinger ""said that we should meet with Iran guess what without precondition.""",half-true,barack-obama,democrat,foreign-policy,"the first presidential debate in Oxford, Miss.",9,71,70,160,163,3
8846.json,"Every four minutes, another American home or business goes solar.",true,barack-obama,democrat,energy,State of the Union speech,9,71,70,160,163,5
13510.json,Says Donald Trump won more counties than any candidate on our side since Ronald Reagan.,mostly-true,mike-pence,republican,elections,"an interview on NBC's ""Meet the Press""",0,10,8,12,5,4
1472.json,Houston is the third-most toxic city in the United States of America.,true,farouk-shami,democrat,"economy,energy,environment",a debate.,1,2,1,2,0,5
8878.json,Pinellas County voters elected me as their chief financial officer (and) elected me as (their) governor four years ago.,true,alex-sink,democrat,elections,a debate,0,2,1,2,4,5
6891.json,Repealing and replacing Obamacare thats going to save $1 trillion over a 10-year period.,false,george-allen,republican,"debt,health-care",a debate.,1,8,2,3,4,1
969.json,Obama nominee Dawn Johnsen called motherhood 'involuntary servitude.',false,house-republicans,republican,abortion,a blog post.,1,3,0,4,0,1
11801.json,Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton.,false,bernie-s,independent,polls,"a town hall meeting in Underwood, Iowa.",0,12,18,22,41,1
9898.json,Says Gina Raimondos venture capital firm secured a secret no-bid contract funded by taxpayers.,barely-true,angel-taveras,democrat,"candidates-biography,city-government,corporations,ethics,message-machine-2014,campaign-advertising,pensions,retirement",a commercial,0,1,2,2,2,2
10740.json,99 percent of all new income today (is) going to the top 1 percent.,mostly-true,bernie-s,independent,"income,wealth","comments on ""Fox News Sunday""",0,12,18,22,41,4
10556.json,The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.,true,american-crossroads,republican,"campaign-finance,foreign-policy,campaign-advertising",a video,0,5,5,4,0,5
12273.json,"Andrew Jackson was the last president who actually balanced the federal budget, where we had no national debt.",mostly-true,ben-carson,republican,"debt,deficit,federal-budget,history",a Fox Business interview,4,12,7,3,2,4
10336.json,Only 20 colleges and universities have athletic departments with revenue exceeding expenses.,true,jim-moran,democrat,"education,sports,state-budget",a Facebook post,1,1,2,1,6,5
9624.json,"Jeff Mann has an ethics complaint against him alleging he used county workers for campaign work, which is an indictable offense.",half-true,vernon-jones,democrat,ethics,an Atlanta Press Club debate,1,0,0,1,1,3
